date,datetime,title,summary,url,source,search_query,query_type,date_range,fda_milestone_type,market_impact_type,company_news_category,priority_score,drug_specific,company_mentioned,sentiment_score,weighted_sentiment,sentiment_label,sentiment_weight
2021-08-10,2021-08-10 07:00:00,Kalyan Jewellers Q1 consolidated loss narrows to Rs 51 crore - Business Standard,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxNdzBkeXdXME9GNFJLWU11cG9GOVBtbHZBcU0yUnlHYW9JZHFHcVlWdU1HLUJlQU1TNWM3OGpVbDF4VXZNYlFoQ2U3eFVMZ2cyTURTX0o3cXhsTi14bVRxdXU0a1IwSEhMRzNVZ2ZMb19oVzIzN24zR2Y3UlRlR0F4WnRUVlRMV0szSTEwSGxmMmp0ZzdMRmduLUpWYU5YXzZEYjVmeV9GV0hmQzRpWmJsZXdwZFF5X2F2S3hNZGhPUHFzdnJEOUt3eV80NTXSAdIBQVVfeXFMUC1vcVV3WjR3SEg1MHlTMllxeklDZ3VxMUMwRXdONklrcjQxSnFBYms4S0FUTTJmMVRabDFMX0NuckZDNTY4TmFTNXFUOElxTFBjRFBYSy1DZnFRUVFpcmJOWFIzRGVZdkNyTWhsamg4ZnpaQzllVS03Q1BZc2lBeWNSUmFtd1dUVlQ3Mm9hU0JPaUduWk4tc0lHREU1Vkp6VHItY2l5WEdFMjhNbFIzQWxaZzlqRFBubXNtYjFyZ1FTNG8wQklGX01pLW1lcGs4V3dR?oc=5"" target=""_blank"">Kalyan Jewellers Q1 consolidated loss narrows to Rs 51 crore</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Standard</font>",https://news.google.com/rss/articles/CBMizAFBVV95cUxNdzBkeXdXME9GNFJLWU11cG9GOVBtbHZBcU0yUnlHYW9JZHFHcVlWdU1HLUJlQU1TNWM3OGpVbDF4VXZNYlFoQ2U3eFVMZ2cyTURTX0o3cXhsTi14bVRxdXU0a1IwSEhMRzNVZ2ZMb19oVzIzN24zR2Y3UlRlR0F4WnRUVlRMV0szSTEwSGxmMmp0ZzdMRmduLUpWYU5YXzZEYjVmeV9GV0hmQzRpWmJsZXdwZFF5X2F2S3hNZGhPUHFzdnJEOUt3eV80NTXSAdIBQVVfeXFMUC1vcVV3WjR3SEg1MHlTMllxeklDZ3VxMUMwRXdONklrcjQxSnFBYms4S0FUTTJmMVRabDFMX0NuckZDNTY4TmFTNXFUOElxTFBjRFBYSy1DZnFRUVFpcmJOWFIzRGVZdkNyTWhsamg4ZnpaQzllVS03Q1BZc2lBeWNSUmFtd1dUVlQ3Mm9hU0JPaUduWk4tc0lHREU1Vkp6VHItY2l5WEdFMjhNbFIzQWxaZzlqRFBubXNtYjFyZ1FTNG8wQklGX01pLW1lcGs4V3dR?oc=5,Google News - Market + Complete Company News,Biocon insider trading,Market + Complete Company News,2021-01-01_to_2025-06-26,Other,Other,financial_results,9,False,False,-0.2787,-0.2787,negative,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Semglee FDA application,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Semglee FDA approval,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Semglee FDA submission,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Semglee regulatory approval,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Biocon Semglee FDA,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Semglee biosimilar approval,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Biocon earnings,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Biocon revenue,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - FDA Journey + Company News,Biocon compliance,FDA Journey + Company News,2017-01-01_to_2021-12-31,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - Market + Complete Company News,Semglee FDA application,Market + Complete Company News,2021-01-01_to_2025-06-26,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - Market + Complete Company News,Semglee FDA approval,Market + Complete Company News,2021-01-01_to_2025-06-26,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - Market + Complete Company News,Semglee FDA submission,Market + Complete Company News,2021-01-01_to_2025-06-26,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - Market + Complete Company News,Semglee regulatory approval,Market + Complete Company News,2021-01-01_to_2025-06-26,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - Market + Complete Company News,Biocon Semglee FDA,Market + Complete Company News,2021-01-01_to_2025-06-26,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
2021-10-25,2021-10-25 07:00:00,"Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan - Center for Biosimilars","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5"" target=""_blank"">Biocon Biologics Reports Biosimilar Revenues, Manufacturing Site Corrective Plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOdV81c0RjU1I1LWF1TlBFdjdTRUx2MGR5ZnJtZmhNNl9pcVdxcEVZd3ZkS21WU2dpOU1DWDU3c1J5eHA4cDUyaU1DelBFbUdIdDlVZGlMNW1ocGxoNDZBT0pBQjNZZHdBMHFtZVRsdnE2TkNEYjMyS0xHejdCcmRiWVJUZGFGSTJWMGc5T2dsNDZaN2pQdDZpRlpqN05Ib29lckJVQXNMbENlb1ZMZ3NYRGdodHh3SDBXem5sNExR?oc=5,Google News - Market + Complete Company News,Semglee biosimilar approval,Market + Complete Company News,2021-01-01_to_2025-06-26,Other,Other,financial_results,9,False,True,-0.025,-0.025,neutral,1.0
