date,datetime,title,summary,url,source,search_query,query_group,collection_timestamp,drug_specific,company_specific,fda_regulatory,financial,competitive,overall_relevance,sentiment_score,sentiment_confidence,sentiment_positive,sentiment_negative,sentiment_neutral,revenue_mentioned,profit_mentioned,loss_mentioned,percentage_change,currency_amount,milestone_pre_clinical,milestone_ind_application,milestone_phase_1_trials,milestone_phase_2_trials,milestone_phase_3_trials,milestone_bla_submission,milestone_fda_review,milestone_fda_inspection,milestone_fda_approval,milestone_product_launch,milestone_market_penetration,milestone_regulatory_issues,primary_fda_milestone,fda_milestone_confidence,priority_score
2021-08-26,2021-08-26 07:00:00,First interchangeable biosimilar insulin's approval to increase competition with payer contracts: GlobalData - ET HealthWorld,"<a href=""https://news.google.com/rss/articles/CBMihwJBVV95cUxOeC1qbkFSLURXZVlJV2JzSHRLbDNJLXVxVmMtVWQtZ3VoSEJPZkxKQk5uZ3B5cjNCaUlSb0N4TXQ1U3paaGVqc1RNekt4VndTNzkzS1REN254a3pWbVBKdWJPTW5IZjZibHBPVHIxZHJlV2RWeHhQaXdEdHBlNE1vOHZpcmNLZnZGcWxrdWNLQm1IZktnb1hhdER6aVZlejcxZndkMFlFa0xHb1BDdFpwRzZ0d0dpUC10dl9yT0c4Z2NQYzRTNFFxOTZGVUtTek9xNjRkaXRqYksyZ3J5U1RSNjR6RDNocG9rczZiTE0xS3FWaHpTR0lOc1N4UU1fcEpxbGdFVUlDd9IBjAJBVV95cUxOVTZqU1M4Qlg0MjNFRXVNTzk2RExPM2xDWmFFbzdPZTJrN0pkSTBNdm8xUzhDWU1RVXNvV0t4Y1JCUzNac215WVJfZERBU3NEX0Flalc1OG81SlN0LWc2SWxkOXJMeEo5eDJGQWdJVkxGX2duWGttWFdZNlk1QldvOFJZZUtoWlVLQm50Y09GckhzSDVXcGZqODdkM3ZXZFo2RmNMWHF6azJ2UllyRHlFejYza2ZNMFBPd1MwZXdhN1dlRlhjcC02cS1kOEdzRXVqNS1iQXJWLV9kdzNiZGVCVmhxbmpZYlFjRFQ5U080eTg5eHk0UlV5V0NpWTU4aEF5VVJ5R0VqU0xhNnBI?oc=5"" target=""_blank"">First interchangeable biosimilar insulin's approval to increase competition with payer contracts: GlobalData</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ET HealthWorld</font>",https://news.google.com/rss/articles/CBMihwJBVV95cUxOeC1qbkFSLURXZVlJV2JzSHRLbDNJLXVxVmMtVWQtZ3VoSEJPZkxKQk5uZ3B5cjNCaUlSb0N4TXQ1U3paaGVqc1RNekt4VndTNzkzS1REN254a3pWbVBKdWJPTW5IZjZibHBPVHIxZHJlV2RWeHhQaXdEdHBlNE1vOHZpcmNLZnZGcWxrdWNLQm1IZktnb1hhdER6aVZlejcxZndkMFlFa0xHb1BDdFpwRzZ0d0dpUC10dl9yT0c4Z2NQYzRTNFFxOTZGVUtTek9xNjRkaXRqYksyZ3J5U1RSNjR6RDNocG9rczZiTE0xS3FWaHpTR0lOc1N4UU1fcEpxbGdFVUlDd9IBjAJBVV95cUxOVTZqU1M4Qlg0MjNFRXVNTzk2RExPM2xDWmFFbzdPZTJrN0pkSTBNdm8xUzhDWU1RVXNvV0t4Y1JCUzNac215WVJfZERBU3NEX0Flalc1OG81SlN0LWc2SWxkOXJMeEo5eDJGQWdJVkxGX2duWGttWFdZNlk1QldvOFJZZUtoWlVLQm50Y09GckhzSDVXcGZqODdkM3ZXZFo2RmNMWHF6azJ2UllyRHlFejYza2ZNMFBPd1MwZXdhN1dlRlhjcC02cS1kOEdzRXVqNS1iQXJWLV9kdzNiZGVCVmhxbmpZYlFjRFQ5U080eTg5eHk0UlV5V0NpWTU4aEF5VVJ5R0VqU0xhNnBI?oc=5,Google News,Semglee biosimilar approval,drug_fda,2025-06-27T05:41:08.122095,0.0,0.0,0.4,0.0,0.2,0.12,0.7789479426633519,0.6146867801560296,0.7789479426633519,0.0,0.22105205733664812,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,16.036843827990054
2024-05-21,2024-05-21 07:00:00,"Biocon Biologics gets U.S. FDA approval for biosimilar aflibercept Yesafili, enters US ophthalmology market - ET HealthWorld","<a href=""https://news.google.com/rss/articles/CBMilgJBVV95cUxNZkN0M3ZqVzY1bWUwZXgydVpPX0RGdWhic21Md0hWM3lWdDRCQy1neGNYZXpzN0VTOENwcFBlOGc3Y2pxVW5ma3EwaDVMTUFORDNSZUh2czd3aXFTS0V3YzM4STBlZHNFNk90UlZScGExOENDOUpoVjNyR3E2N0J6ckxnWkN2MlhnWnl5QXFxaUdjOE5iNmdfaWpPTnpBYlVKaDRiV3FUdWVfek1UUVV3ZXRMVzVmOVcxZUdVc0M0VkFneGR1X3JURXlIaXdXdVdXdm9xNEpTR1dQZ2tyM0Y5Q1VhUUtEbXZJTXRCRjlhWDZ3UHhGdzRqcXcwYXB2QUZxWkYzWV9pdG9FRXdMNzJuY1AtRWg4d9IBmwJBVV95cUxPOUZtUlZZZ1J2THdIb1lDMF9BcHVrb21xRnl4UnNxYXpJdE1QRmZZRW9RMndfNVRGNVR1aUNWQUxla24yTVJFQWNsTEp1LVk4TTA2ZnFpaU8tenNaQzlBN0ptTE1Sa3c5SDJDSFd3NXd5MUVYQkcxVUdIU2lHbVlaLUV6c2RVSWFQT2E5V3BmN1ByNU1hU1BOYXEyLWZ0c2w1eTZxLTVEU2h0RHJXWUEyY19XNmNZRi1Xc3FzektHenJhOXlKNWZUTktqZlhCZW9FX2FVY3k3MDlOTTdBTk1XR1NPUWRhLTlSNXg2VWhVX0JMRXR6cEI0SVRSUVV6d0JxQl9wXzQzTmFkRWs5bUVJLVNELS00VElVOTJJ?oc=5"" target=""_blank"">Biocon Biologics gets U.S. FDA approval for biosimilar aflibercept Yesafili, enters US ophthalmology market</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ET HealthWorld</font>",https://news.google.com/rss/articles/CBMilgJBVV95cUxNZkN0M3ZqVzY1bWUwZXgydVpPX0RGdWhic21Md0hWM3lWdDRCQy1neGNYZXpzN0VTOENwcFBlOGc3Y2pxVW5ma3EwaDVMTUFORDNSZUh2czd3aXFTS0V3YzM4STBlZHNFNk90UlZScGExOENDOUpoVjNyR3E2N0J6ckxnWkN2MlhnWnl5QXFxaUdjOE5iNmdfaWpPTnpBYlVKaDRiV3FUdWVfek1UUVV3ZXRMVzVmOVcxZUdVc0M0VkFneGR1X3JURXlIaXdXdVdXdm9xNEpTR1dQZ2tyM0Y5Q1VhUUtEbXZJTXRCRjlhWDZ3UHhGdzRqcXcwYXB2QUZxWkYzWV9pdG9FRXdMNzJuY1AtRWg4d9IBmwJBVV95cUxPOUZtUlZZZ1J2THdIb1lDMF9BcHVrb21xRnl4UnNxYXpJdE1QRmZZRW9RMndfNVRGNVR1aUNWQUxla24yTVJFQWNsTEp1LVk4TTA2ZnFpaU8tenNaQzlBN0ptTE1Sa3c5SDJDSFd3NXd5MUVYQkcxVUdIU2lHbVlaLUV6c2RVSWFQT2E5V3BmN1ByNU1hU1BOYXEyLWZ0c2w1eTZxLTVEU2h0RHJXWUEyY19XNmNZRi1Xc3FzektHenJhOXlKNWZUTktqZlhCZW9FX2FVY3k3MDlOTTdBTk1XR1NPUWRhLTlSNXg2VWhVX0JMRXR6cEI0SVRSUVV6d0JxQl9wXzQzTmFkRWs5bUVJLVNELS00VElVOTJJ?oc=5,Google News,Biocon Biologics FDA approval,regulatory,2025-06-27T05:41:56.636024,0.0,0.5,0.6,0.0,0.0,0.25,0.33646390303490387,0.5353442128817241,0.33646390303490387,0.0,0.6635360969650961,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,16.00939170910471
2021-08-02,2021-08-02 07:00:00,Average Net Price for Insulin Glargine Declined After Basaglar Won FDA Approval - Center for Biosimilars,"<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxNM2JWNFdSUFp3SlpDclRKNF9sejJqRlFTaW11eGpZSy1oYlRqMWphSjJyQnJ4dFlfRko0RFZMWFVKTjJja2pBaDl4emVPazczQmRSTDBuUms3X2w4emdXMXdUM2p1SlVpVHFCSmM0VGFkYmtsNnhFWHlCSDlObG5ZcUNha1lYX2ZXc0Q2SHlsN0JfNVBHd3BKZlpsT192X0JaT01Xa3ZjYS1aWWNBOXFTOV9iNVRDemgzQ1QwcHRB?oc=5"" target=""_blank"">Average Net Price for Insulin Glargine Declined After Basaglar Won FDA Approval</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxNM2JWNFdSUFp3SlpDclRKNF9sejJqRlFTaW11eGpZSy1oYlRqMWphSjJyQnJ4dFlfRko0RFZMWFVKTjJja2pBaDl4emVPazczQmRSTDBuUms3X2w4emdXMXdUM2p1SlVpVHFCSmM0VGFkYmtsNnhFWHlCSDlObG5ZcUNha1lYX2ZXc0Q2SHlsN0JfNVBHd3BKZlpsT192X0JaT01Xa3ZjYS1aWWNBOXFTOV9iNVRDemgzQ1QwcHRB?oc=5,Google News,insulin glargine biosimilar FDA,drug_fda,2025-06-27T05:41:14.586948,0.2,0.0,0.6,0.0,0.2,0.23000000000000004,0.402140184570939,0.5001389521326337,0.402140184570939,0.0,0.5978598154290611,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,16.006420553712818
2024-05-21,2024-05-21 07:00:00,Biocon Biologics Obtains U.S. FDA Approval for Biosimilar Aflibercept for Yesafili™. Enters U.S. Ophthalmology Market - PR Newswire,"<a href=""https://news.google.com/rss/articles/CBMi-wFBVV95cUxOeGRuOEpEaURCa1IyQjZsSzkydERHN2VJYmdHSm1pZFRhMFN4SzdJcDZCVERQbHZJQVczVVJjQUFQNXNyZWpLLTBiVjhuMUhwWWZkVHVPNjlUUUh0X3RHQTAxdHE0WHdhdGVJWDZ5U0ZVMzZydjMxRmtWUng3OWFQSFpIUmw4ME1MYjNiNHEtOEd5aUtFRDh3N3dvd0xfQmNSQmRMNFcxV2ZyWlZFUEFxNUdIOHFMWktOMFgyLTJmVC1pUWxwQUVjVEJVS2xiNnhTRWJCSEZUNzFBbzdCNHNVWTZhMFJqNzYwa0gxVTRBRUlQVmVuZUxFajNKcw?oc=5"" target=""_blank"">Biocon Biologics Obtains U.S. FDA Approval for Biosimilar Aflibercept for Yesafili™. Enters U.S. Ophthalmology Market</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PR Newswire</font>",https://news.google.com/rss/articles/CBMi-wFBVV95cUxOeGRuOEpEaURCa1IyQjZsSzkydERHN2VJYmdHSm1pZFRhMFN4SzdJcDZCVERQbHZJQVczVVJjQUFQNXNyZWpLLTBiVjhuMUhwWWZkVHVPNjlUUUh0X3RHQTAxdHE0WHdhdGVJWDZ5U0ZVMzZydjMxRmtWUng3OWFQSFpIUmw4ME1MYjNiNHEtOEd5aUtFRDh3N3dvd0xfQmNSQmRMNFcxV2ZyWlZFUEFxNUdIOHFMWktOMFgyLTJmVC1pUWxwQUVjVEJVS2xiNnhTRWJCSEZUNzFBbzdCNHNVWTZhMFJqNzYwa0gxVTRBRUlQVmVuZUxFajNKcw?oc=5,Google News,Biocon Biologics FDA approval,regulatory,2025-06-27T05:41:56.634861,0.0,0.5,0.6,0.0,0.0,0.25,0.3297803832834583,0.5461938079516093,0.3297803832834583,0.0,0.6702196167165417,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,15.989341149850375
2025-02-20,2025-02-20 08:00:00,First Insulin Aspart Biosimilar Receives FDA Approval - AJMC,"<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxPd3FKdEVHejF0VUJlUzM3d3pHZ3lxSzRneDNmSHJXNWl6a1h5Z0E5RjFINzJ4bHlFREtuYlRHclNsNkZnN2dXVFdzdkI2ZkcyUXZuUHZxazBJSXNBQ2FiRmRESC1mZUlmNnpYcEhzQi13Z3A4OC1ZTmoxSE9pdmtpT2wwelNLUQ?oc=5"" target=""_blank"">First Insulin Aspart Biosimilar Receives FDA Approval</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AJMC</font>",https://news.google.com/rss/articles/CBMihgFBVV95cUxPd3FKdEVHejF0VUJlUzM3d3pHZ3lxSzRneDNmSHJXNWl6a1h5Z0E5RjFINzJ4bHlFREtuYlRHclNsNkZnN2dXVFdzdkI2ZkcyUXZuUHZxazBJSXNBQ2FiRmRESC1mZUlmNnpYcEhzQi13Z3A4OC1ZTmoxSE9pdmtpT2wwelNLUQ?oc=5,Google News,Semglee FDA approval,drug_fda,2025-06-27T05:41:06.412745,0.0,0.0,0.6,0.0,0.0,0.15,0.31656651649414347,0.5982416102939182,0.31656651649414347,0.0,0.6834334835058565,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,15.94969954948243
2025-01-07,2025-01-07 08:00:00,"Biocon stock zooms over 8% on Psoriasis drug approval from Japan, Jefferies rating upgrade - Mint","<a href=""https://news.google.com/rss/articles/CBMi6AFBVV95cUxOVU4xQ2pQUmdJczd6YkZ1d2gyMUU5S1ZXeEF4dUNUN1loT2llXzlfMkJzTVdjdlFNRU5tdVdwLURsYW5GNFRYNXNvbjZ1RnNuVV9BNEFhLVRMT0xFR2JscWg0ejBGWjg0aTBRZmotekx6UzczS3VBd21YX045YjV0ejRpRDZlNGlLbUhTX003RU1ueTJDWGpZb25ZdUtBdndzbHpTcGVpNS1pZ0V1LUhyaEhNTFpfU1g2UDVhLWJXcWlpbEQ5SGpGMjdrN0x4ODA0MWhwakJyVE1sZXAzMlFva3h4eG5KNzN20gHuAUFVX3lxTE5BWUFoWnhKOTRYNDRXMmJWdm0zc2JOcGlYUlFRa2dXT3M1Vms5Sm9IRHdNakZhQWJyNGpFTGJoUlR3Nkdjdi11NWVLQUk0dXJZS1RZSFlCYUdGMHhlTjNFSVRSR0xpTlY1SXdMUDk0OWpUMWQ3YjMzbGN2UHI0VV9PaWxWYmRpWk40Rlo4Q0VYaEppeWxtUGpvd21Fb3BWb3BpU2tmN2NtZmRWcG5QRlVoYUE0c2h0eFdhUUVkbG5lOHdGaUh3MXZhVldndmlwbE5aRV9vQU1BREtISnl5aEZDSUNFaEFYX0o5LXlKdkE?oc=5"" target=""_blank"">Biocon stock zooms over 8% on Psoriasis drug approval from Japan, Jefferies rating upgrade</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",https://news.google.com/rss/articles/CBMi6AFBVV95cUxOVU4xQ2pQUmdJczd6YkZ1d2gyMUU5S1ZXeEF4dUNUN1loT2llXzlfMkJzTVdjdlFNRU5tdVdwLURsYW5GNFRYNXNvbjZ1RnNuVV9BNEFhLVRMT0xFR2JscWg0ejBGWjg0aTBRZmotekx6UzczS3VBd21YX045YjV0ejRpRDZlNGlLbUhTX003RU1ueTJDWGpZb25ZdUtBdndzbHpTcGVpNS1pZ0V1LUhyaEhNTFpfU1g2UDVhLWJXcWlpbEQ5SGpGMjdrN0x4ODA0MWhwakJyVE1sZXAzMlFva3h4eG5KNzN20gHuAUFVX3lxTE5BWUFoWnhKOTRYNDRXMmJWdm0zc2JOcGlYUlFRa2dXT3M1Vms5Sm9IRHdNakZhQWJyNGpFTGJoUlR3Nkdjdi11NWVLQUk0dXJZS1RZSFlCYUdGMHhlTjNFSVRSR0xpTlY1SXdMUDk0OWpUMWQ3YjMzbGN2UHI0VV9PaWxWYmRpWk40Rlo4Q0VYaEppeWxtUGpvd21Fb3BWb3BpU2tmN2NtZmRWcG5QRlVoYUE0c2h0eFdhUUVkbG5lOHdGaUh3MXZhVldndmlwbE5aRV9vQU1BREtISnl5aEZDSUNFaEFYX0o5LXlKdkE?oc=5,Google News,Biocon analyst upgrade,financial,2025-06-27T05:41:46.697035,0.0,0.25,0.2,0.16666666666666666,0.0,0.125,0.33222779696877075,0.5421701765378316,0.33222779696877075,0.0,0.6677722030312292,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,15.746683390906313
2021-07-29,2021-07-29 07:00:00,FDA Approves Insulin Glargine-yfgn as First Interchangeable Biosimilar Insulin Product for Diabetes - Pharmacy Times,"<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxPTUFDRGVGUW01NW1SOVU2Y2kwSHg3OFpzME0xYVl3a1AyNjNTNHNsYkhmREIzbW1uc0I4cTAyRVVzTWRVcVJfRW9HaTR4SDhxZGlLNVZIQ0lsX3JGd290cFkzTjgwTDVQNzJZV2FiYmV3WmhiY3QzemhOYklaeUJlY2xWRUZ5XzBNWURuOUFlTV9EZE9OTFg5c3ZaLURVeEcxUnBKV0RsNGJEQ3Y5TFdrWURObkdaMFQ1QU12a1Vtb2JVQ0IyZ1pZdlJSQUtHeE0?oc=5"" target=""_blank"">FDA Approves Insulin Glargine-yfgn as First Interchangeable Biosimilar Insulin Product for Diabetes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pharmacy Times</font>",https://news.google.com/rss/articles/CBMizwFBVV95cUxPTUFDRGVGUW01NW1SOVU2Y2kwSHg3OFpzME0xYVl3a1AyNjNTNHNsYkhmREIzbW1uc0I4cTAyRVVzTWRVcVJfRW9HaTR4SDhxZGlLNVZIQ0lsX3JGd290cFkzTjgwTDVQNzJZV2FiYmV3WmhiY3QzemhOYklaeUJlY2xWRUZ5XzBNWURuOUFlTV9EZE9OTFg5c3ZaLURVeEcxUnBKV0RsNGJEQ3Y5TFdrWURObkdaMFQ1QU12a1Vtb2JVQ0IyZ1pZdlJSQUtHeE0?oc=5,Google News,insulin glargine-yfgn FDA,drug_fda,2025-06-27T05:41:11.426852,0.4,0.0,0.4,0.0,0.0,0.22000000000000003,0.3342704948800662,0.4616838507228427,0.3342704948800662,0.0,0.6657295051199338,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,15.702811484640197
2021-07-28,2021-07-28 07:00:00,FDA Approves Semglee Insulin Glargine as First Interchangeable Biosimilar - Center for Biosimilars,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxNY1NaRzFiMjg5akRNbXB5eUhGSGRIdVhCT2g1eThvRUYxeDFnQUxleTIzMVV0TFFqVENXLXZueEVFeUI3YUE2bk1kNEpZY2hYcTg5THBjUFlUbzRsSzFVN1R2TFVxODF0elVFaE5GUTBLLTNKRHJPVTl6Z2FBT1NzT2dlMTZjVk9feUhvbDJXaDRKSC1SWkJPOVY0b3hiVGV1blRIRlMyaXBzUVRpS2dVeTR5TjktZw?oc=5"" target=""_blank"">FDA Approves Semglee Insulin Glargine as First Interchangeable Biosimilar</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Center for Biosimilars</font>",https://news.google.com/rss/articles/CBMitgFBVV95cUxNY1NaRzFiMjg5akRNbXB5eUhGSGRIdVhCT2g1eThvRUYxeDFnQUxleTIzMVV0TFFqVENXLXZueEVFeUI3YUE2bk1kNEpZY2hYcTg5THBjUFlUbzRsSzFVN1R2TFVxODF0elVFaE5GUTBLLTNKRHJPVTl6Z2FBT1NzT2dlMTZjVk9feUhvbDJXaDRKSC1SWkJPOVY0b3hiVGV1blRIRlMyaXBzUVRpS2dVeTR5TjktZw?oc=5,Google News,Semglee FDA approval,drug_fda,2025-06-27T05:41:06.413103,0.4,0.0,0.4,0.0,0.0,0.22000000000000003,0.32886441959287316,0.4447669656117757,0.32886441959287316,0.0,0.6711355804071268,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,15.686593258778618
2022-11-17,2022-11-17 08:00:00,FDA approves second interchangeable insulin glargine biosimilar for patients with diabetes - Healio,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxOTEc1aEdUZmZ0Z2VDUDc1c1R1bGROYXhyZE9YQmcyRjJ2bTdSYlExVUx3cFBUcEpKZTkxYzZtYkJtUGdyTFlDTHAzSFBONHZaOWh3YkJDb0tsU09fYnNzTXUyc3JmS2g2V2dHdnh6ZFNlcmF6RUYzU1VKQ0I4Ri1yNGdOekxLMnFSckpXYXprWHpFUVl5ejQyeC1WWWJTZXRBc0FFdUVDN1VJT2RrLTZPeHZEWlloVzBKbWNDTEpjenNFNGc?oc=5"" target=""_blank"">FDA approves second interchangeable insulin glargine biosimilar for patients with diabetes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Healio</font>",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOTEc1aEdUZmZ0Z2VDUDc1c1R1bGROYXhyZE9YQmcyRjJ2bTdSYlExVUx3cFBUcEpKZTkxYzZtYkJtUGdyTFlDTHAzSFBONHZaOWh3YkJDb0tsU09fYnNzTXUyc3JmS2g2V2dHdnh6ZFNlcmF6RUYzU1VKQ0I4Ri1yNGdOekxLMnFSckpXYXprWHpFUVl5ejQyeC1WWWJTZXRBc0FFdUVDN1VJT2RrLTZPeHZEWlloVzBKbWNDTEpjenNFNGc?oc=5,Google News,Semglee FDA approval,drug_fda,2025-06-27T05:41:06.413153,0.4,0.0,0.4,0.0,0.0,0.22000000000000003,0.323091117168382,0.4490003664334615,0.323091117168382,0.0,0.676908882831618,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,15.669273351505145
2021-08-03,2021-08-03 07:00:00,"Semglee, a Biosimilar Insulin to Glargine, Receives FDA Approval - Diabetes In Control","<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxQTmlfcWFyQTh5WEJpWEJueHFGeEdNN1YtV0hTTldVN3VRcGZvY24tems3TjRvNHFBakZTNFduWWtGUTc3eER6SklScFV0dmpoZTB5U0JXZlR6aEFBN0Zmbi04dkYzSlZkcEpoWE90WkNtNzNNVXNTTFdsM3ZXU0JVMmtxSFNXYmc3VnIwbVV5Z1lyVFVrX3pnRnEwbEdHdw?oc=5"" target=""_blank"">Semglee, a Biosimilar Insulin to Glargine, Receives FDA Approval</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Diabetes In Control</font>",https://news.google.com/rss/articles/CBMingFBVV95cUxQTmlfcWFyQTh5WEJpWEJueHFGeEdNN1YtV0hTTldVN3VRcGZvY24tems3TjRvNHFBakZTNFduWWtGUTc3eER6SklScFV0dmpoZTB5U0JXZlR6aEFBN0Zmbi04dkYzSlZkcEpoWE90WkNtNzNNVXNTTFdsM3ZXU0JVMmtxSFNXYmc3VnIwbVV5Z1lyVFVrX3pnRnEwbEdHdw?oc=5,Google News,Semglee FDA approval,drug_fda,2025-06-27T05:41:06.413026,0.2,0.0,0.6,0.0,0.0,0.21000000000000002,0.3428736819117232,0.5253363347371419,0.3428736819117232,0.0,0.6571263180882768,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,15.62862104573517
2021-07-30,2021-07-30 07:00:00,USFDA okays Biocon insulin Semglee as first interchangeable biosimilar drug - Business Standard,"<a href=""https://news.google.com/rss/articles/CBMi4AFBVV95cUxOeVZGdTFBRTQ3eXA5RURReld4TW8ta1hGMXdXbmhPWWxaaURuQktHTzZqeWV1OXlobG5jWkJvNVhEbzJ5Nkw4U0RYTVdyaDBVbVRXcFNBTXBhZENxVXFuQXpIenBId2syS09aMmVLZkE3Nk0tdlhWOXUwOW5ocVNnVEw2VjJ2aDA4YjFXNVdHekFtUG1CNWJORGM3T0pLN1ctYnJnYnBxZDN5LU5ldjE0ZVRSMkN0STJzbi1HbExfakhZTV9kNUNwYi10b1hRWnVxR2IwempfWnprM0Y5X01EONIB5gFBVV95cUxNYy1GTHN4OHdoSzFTMkpEcFNtYmxLZWYxOTlqa1VkWHRkX3E2a3Etd2ZObjRMWlVJSTkzNzRKT2xGWk43eWJ0SlNaMGFNNHZUeU43UE9RdXV0RkY4RkhTTXRrdnIzVHN5MVYtcDNfc0hjazBmQVRTNktFYWtaUEd1NzRLMG5nOTluazhpc0hwU3F1RjU1bGc4MjN2SS1XOWtBUGVNVzhQd0RiQWVoYjNWZWljSncwRDZyb0JaLWFYaTZXOWZYTUZMQXpNR0c3TERGMmN6N3JNcTdRalJMTG1QLW1uU2JWQQ?oc=5"" target=""_blank"">USFDA okays Biocon insulin Semglee as first interchangeable biosimilar drug</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Standard</font>",https://news.google.com/rss/articles/CBMi4AFBVV95cUxOeVZGdTFBRTQ3eXA5RURReld4TW8ta1hGMXdXbmhPWWxaaURuQktHTzZqeWV1OXlobG5jWkJvNVhEbzJ5Nkw4U0RYTVdyaDBVbVRXcFNBTXBhZENxVXFuQXpIenBId2syS09aMmVLZkE3Nk0tdlhWOXUwOW5ocVNnVEw2VjJ2aDA4YjFXNVdHekFtUG1CNWJORGM3T0pLN1ctYnJnYnBxZDN5LU5ldjE0ZVRSMkN0STJzbi1HbExfakhZTV9kNUNwYi10b1hRWnVxR2IwempfWnprM0Y5X01EONIB5gFBVV95cUxNYy1GTHN4OHdoSzFTMkpEcFNtYmxLZWYxOTlqa1VkWHRkX3E2a3Etd2ZObjRMWlVJSTkzNzRKT2xGWk43eWJ0SlNaMGFNNHZUeU43UE9RdXV0RkY4RkhTTXRrdnIzVHN5MVYtcDNfc0hjazBmQVRTNktFYWtaUEd1NzRLMG5nOTluazhpc0hwU3F1RjU1bGc4MjN2SS1XOWtBUGVNVzhQd0RiQWVoYjNWZWljSncwRDZyb0JaLWFYaTZXOWZYTUZMQXpNR0c3TERGMmN6N3JNcTdRalJMTG1QLW1uU2JWQQ?oc=5,Google News,Semglee interchangeable insulin,drug_fda,2025-06-27T05:41:09.803129,0.2,0.25,0.4,0.0,0.0,0.21000000000000002,0.3184071880676982,0.5761720951716105,0.3184071880676982,0.0,0.6815928119323018,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,fda_approval,2.5,15.555221564203094
